,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
123,-6717,26807696,26843688,9274.04813,9309.84,-240413.99079000624,-0.0038593578012842134,2020-07-08 02:00:08+00:00,2020-07-08 12:00:00+00:00,0 days 09:59:52
124,-8538,26798180,26843688,9248.254292,9309.84,-525818.7749040044,-0.0066591711317101066,2020-07-07 23:21:32+00:00,2020-07-08 12:00:00+00:00,0 days 12:38:28
125,-18502,26786087,26843688,9224.26792,9309.84,-1583254.6241599985,-0.009276842427187404,2020-07-07 20:00:00+00:00,2020-07-08 12:00:00+00:00,0 days 16:00:00
126,-17886,26937289,26938547,9380.089464,9350.85,522977.053104004,0.003117183915166133,2020-07-09 14:00:00+00:00,2020-07-09 14:20:57+00:00,0 days 00:20:57
127,24282,27146090,27151693,9247.047768000002,9275.39,688206.077423933,0.0030650033081993655,2020-07-12 00:00:00+00:00,2020-07-12 01:33:22+00:00,0 days 01:33:22
128,-18387,27210891,27216328,9203.776648000001,9172.0,584277.2267760171,0.0034525661818299858,2020-07-12 18:00:00+00:00,2020-07-12 19:30:36+00:00,0 days 01:30:36
129,4554,27305694,27333293,9245.435514,9217.07,-129176.5507560045,-0.003068056010671283,2020-07-13 20:20:01+00:00,2020-07-14 04:00:00+00:00,0 days 07:39:59
130,5753,27302094,27333293,9271.441872,9217.07,-312801.37961599836,-0.005864446194092432,2020-07-13 19:20:01+00:00,2020-07-14 04:00:00+00:00,0 days 08:39:59
131,7251,27289471,27333293,9296.076312000001,9217.07,-572874.7683120097,-0.008498888062914767,2020-07-13 15:49:38+00:00,2020-07-14 04:00:00+00:00,0 days 12:10:22
132,24307,27275692,27333293,9321.511872000001,9217.07,-2538668.58270403,-0.011204391887728482,2020-07-13 12:00:00+00:00,2020-07-14 04:00:00+00:00,0 days 16:00:00
133,24178,27614094,27622106,9135.772200000001,9163.98,682008.1883999592,0.0030876207705790026,2020-07-17 10:00:00+00:00,2020-07-17 12:13:31+00:00,0 days 02:13:31
134,-18211,27779695,27787832,9141.963308,9111.0,563872.8019880059,0.003386942930836856,2020-07-19 08:00:00+00:00,2020-07-19 10:15:36+00:00,0 days 02:15:36
135,24272,27830096,27834333,9182.838,9210.75,677480.0640000063,0.0030395831876812718,2020-07-19 22:00:00+00:00,2020-07-19 23:10:36+00:00,0 days 01:10:36
136,4725,28839420,28842712,11175.624000000002,11255.0,375051.59999999235,0.007102601161241395,2020-07-31 14:22:03+00:00,2020-07-31 15:16:55+00:00,0 days 00:54:52
137,5942,28834999,28842712,11205.095202,11255.0,296534.3097159975,0.004453759392520906,2020-07-31 13:08:22+00:00,2020-07-31 15:16:55+00:00,0 days 02:08:33
138,19933,28830897,28842712,11235.898266000002,11255.0,380754.86382196075,0.001700062918672085,2020-07-31 12:00:00+00:00,2020-07-31 15:16:55+00:00,0 days 03:16:55
139,-5043,29702097,29761259,11912.359316,11745.0,843993.0305880002,0.014049216579222312,2020-08-10 14:00:00+00:00,2020-08-11 06:26:02+00:00,0 days 16:26:02
140,-6474,29698497,29761259,11853.441916,11745.0,702052.9641839985,0.009148559276577983,2020-08-10 13:00:00+00:00,2020-08-11 06:26:02+00:00,0 days 17:26:02
141,-14445,29694897,29761259,11715.565214,11745.0,-425185.48376999714,-0.002512451210192168,2020-08-10 12:00:00+00:00,2020-08-11 06:26:02+00:00,0 days 18:26:02
142,19096,30162897,30163181,11910.40125,11947.24,703472.7699999806,0.0030929898352500818,2020-08-15 22:00:00+00:00,2020-08-15 22:04:44+00:00,0 days 00:04:44
143,-14610,30213297,30214904,11733.550000000001,11696.04,548021.1000000032,0.0031968159678870123,2020-08-16 12:00:00+00:00,2020-08-16 12:26:46+00:00,0 days 00:26:46
144,5741,30303310,30304564,11894.098458,11955.78,354113.7326220015,0.005185894687000259,2020-08-17 13:00:11+00:00,2020-08-17 13:21:05+00:00,0 days 00:20:54
145,19240,30299698,30304564,11925.342138,11955.78,585624.464880013,0.0025523680283361383,2020-08-17 12:00:00+00:00,2020-08-17 13:21:05+00:00,0 days 01:21:05
