,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
145,-4031,37146436,37196836,37265.65494,38987.52,-6940838.056859986,-0.046205146877796865,2022-03-07 20:00:00+00:00,2022-03-08 10:00:00+00:00,0 days 14:00:00
146,-3515,37794437,37794657,38384.1868,38265.92,415707.80200001714,0.0030811334004867685,2022-03-15 08:00:00+00:00,2022-03-15 08:03:40+00:00,0 days 00:03:40
147,4590,37830437,37834003,39344.525327999996,39463.15,544487.2444800247,0.003015023589967747,2022-03-15 18:00:00+00:00,2022-03-15 18:59:25+00:00,0 days 00:59:25
148,-3378,37916838,37916841,40287.079015999996,40147.05,473018.0160479768,0.003475779813780555,2022-03-16 18:00:00+00:00,2022-03-16 18:00:02+00:00,0 days 00:00:02
149,1046,37974519,37982685,40709.9142,41150.3,460643.54680000385,0.010817654830626022,2022-03-17 10:01:19+00:00,2022-03-17 12:17:25+00:00,0 days 02:16:06
150,1315,37963639,37982685,40817.074014000005,41150.3,438192.1715899969,0.008163887148934457,2022-03-17 06:59:59+00:00,2022-03-17 12:17:25+00:00,0 days 05:17:26
151,4431,37960039,37982685,41119.797234,41150.3,135157.75614602247,0.000741802441933892,2022-03-17 06:00:00+00:00,2022-03-17 12:17:25+00:00,0 days 06:17:25
152,-3298,38226440,38231702,41805.400386,41678.86,417330.19302800193,0.0030268909000181754,2022-03-20 08:00:00+00:00,2022-03-20 09:27:41+00:00,0 days 01:27:41
153,1061,38343583,38358838,40932.62556000001,41236.12,322007.6008399946,0.007414487486397059,2022-03-21 16:32:21+00:00,2022-03-21 20:46:36+00:00,0 days 04:14:15
154,1337,38338171,38358838,41060.414214000004,41236.12,234918.63588199817,0.004279201497682239,2022-03-21 15:02:09+00:00,2022-03-21 20:46:36+00:00,0 days 05:44:27
155,4482,38334441,38358838,41169.887262000004,41236.12,296855.13171599456,0.0016087665622812608,2022-03-21 14:00:00+00:00,2022-03-21 20:46:36+00:00,0 days 06:46:36
156,1180,39295642,39323924,46075.685778,46623.07,645913.3819600007,0.011880110143935418,2022-04-01 17:00:00+00:00,2022-04-02 00:51:22+00:00,0 days 07:51:22
